entry_id,yoruba_word,tone_marked_form,ipa_transcription,pos_tag,pos_subcategory,grammatical_features,english_gloss,morphological_structure,morpheme_count,root_morpheme,derivational_affixes,inflectional_affixes,tone_pattern,syllable_count,syllable_structure,vowel_harmony_class,nasality,example_sentence_yoruba,example_sentence_tone_marked,example_sentence_english,syntactic_role,valency,aspect_marker,tense_marker,negation_form,dialect_variant,register,frequency_class,semantic_field,animacy,noun_class,verb_class,adposition_type,complementizer_type,focus_marker,serial_verb_position,idiomatic_usage,source_corpus,data_collector,annotation_confidence,notes
YOR_000859,Alibenia,Alibenia,pending,noun,common,[],gloss_needed,mono,1,Alibenia,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri Alibenia,Mo rí Alibenia,I saw the Alibenia,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000860,yeyemuye,yeyemuye,pending,noun,common,[],gloss_needed,mono,1,yeyemuye,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri yeyemuye,Mo rí yeyemuye,I saw the yeyemuye,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000861,irin ajo,irin ajo,pending,noun,common,[],gloss_needed,mono,1,irin ajo,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri irin ajo,Mo rí irin ajo,I saw the irin ajo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000862,agidigbo,agidigbo,pending,noun,common,[],gloss_needed,mono,1,agidigbo,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri agidigbo,Mo rí agidigbo,I saw the agidigbo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000863,elegbede,elegbede,pending,noun,common,[],gloss_needed,mono,1,elegbede,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri elegbede,Mo rí elegbede,I saw the elegbede,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000864,ẹrọ amunawa,ẹrọ amunawa,pending,noun,common,[],gloss_needed,mono,1,ẹrọ amunawa,none,none,MMMMMM,5,V.CV,ATR+,non-nasal,Mo ri ẹrọ amunawa,Mo rí ẹrọ amunawa,I saw the ẹrọ amunawa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000865,omuka,omuka,pending,noun,common,[],gloss_needed,mono,1,omuka,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri omuka,Mo rí omuka,I saw the omuka,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000866,ọdun Igogo,ọdun Igogo,pending,noun,common,[],gloss_needed,mono,1,ọdun Igogo,none,none,MMMM,5,V.CV,ATR+,non-nasal,Mo ri ọdun Igogo,Mo rí ọdun Igogo,I saw the ọdun Igogo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000867,ifẹ,ifẹ,pending,noun,common,[],gloss_needed,mono,1,ifẹ,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri ifẹ,Mo rí ifẹ,I saw the ifẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000868,bẹdunjẹ,bẹdunjẹ,pending,noun,common,[],gloss_needed,mono,1,bẹdunjẹ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri bẹdunjẹ,Mo rí bẹdunjẹ,I saw the bẹdunjẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000869,isẹ,isẹ,pending,noun,common,[],gloss_needed,mono,1,isẹ,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri isẹ,Mo rí isẹ,I saw the isẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000870,puruntu,puruntu,pending,noun,common,[],gloss_needed,mono,1,puruntu,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri puruntu,Mo rí puruntu,I saw the puruntu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000871,e si,e si,pending,noun,common,[],gloss_needed,mono,1,e si,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri e si,Mo rí e si,I saw the e si,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000872,ami faagun,ami faagun,pending,noun,common,[],gloss_needed,mono,1,ami faagun,none,none,MMMMM,5,V.CV,ATR+,non-nasal,Mo ri ami faagun,Mo rí ami faagun,I saw the ami faagun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000873,ẹtalelọgbọn,ẹtalelọgbọn,pending,noun,common,[],gloss_needed,mono,1,ẹtalelọgbọn,none,none,MMMMM,5,V.CV,ATR+,non-nasal,Mo ri ẹtalelọgbọn,Mo rí ẹtalelọgbọn,I saw the ẹtalelọgbọn,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000874,esibi,esibi,pending,noun,common,[],gloss_needed,mono,1,esibi,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri esibi,Mo rí esibi,I saw the esibi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000875,ọgẹdẹ,ọgẹdẹ,pending,noun,common,[],gloss_needed,mono,1,ọgẹdẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ọgẹdẹ,Mo rí ọgẹdẹ,I saw the ọgẹdẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000876,looni,looni,pending,noun,common,[],gloss_needed,mono,1,looni,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri looni,Mo rí looni,I saw the looni,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000877,igara,igara,pending,noun,common,[],gloss_needed,mono,1,igara,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri igara,Mo rí igara,I saw the igara,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000878,اموَْ,اموَْ,pending,noun,common,[],gloss_needed,mono,1,اموَْ,none,none,M,2,V.CV,ATR+,non-nasal,Mo ri اموَْ,Mo rí اموَْ,I saw the اموَْ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000879,mọwe,mọwe,pending,noun,common,[],gloss_needed,mono,1,mọwe,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri mọwe,Mo rí mọwe,I saw the mọwe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000880,Sẹlẹmọ,Sẹlẹmọ,pending,noun,common,[],gloss_needed,mono,1,Sẹlẹmọ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Sẹlẹmọ,Mo rí Sẹlẹmọ,I saw the Sẹlẹmọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000881,egbojo,egbojo,pending,noun,common,[],gloss_needed,mono,1,egbojo,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri egbojo,Mo rí egbojo,I saw the egbojo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000882,apatamaja,apatamaja,pending,noun,common,[],gloss_needed,mono,1,apatamaja,none,none,MMMMM,4,V.CV,ATR+,non-nasal,Mo ri apatamaja,Mo rí apatamaja,I saw the apatamaja,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000883,ṣẹlẹ,ṣẹlẹ,pending,noun,common,[],gloss_needed,mono,1,ṣẹlẹ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ṣẹlẹ,Mo rí ṣẹlẹ,I saw the ṣẹlẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000884,onile,onile,pending,noun,common,[],gloss_needed,mono,1,onile,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri onile,Mo rí onile,I saw the onile,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000885,eera,eera,pending,noun,common,[],gloss_needed,mono,1,eera,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri eera,Mo rí eera,I saw the eera,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000886,aṣalẹ,aṣalẹ,pending,noun,common,[],gloss_needed,mono,1,aṣalẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri aṣalẹ,Mo rí aṣalẹ,I saw the aṣalẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000887,ẹfọ,ẹfọ,pending,noun,common,[],gloss_needed,mono,1,ẹfọ,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri ẹfọ,Mo rí ẹfọ,I saw the ẹfọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000888,ipade,ipade,pending,noun,common,[],gloss_needed,mono,1,ipade,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ipade,Mo rí ipade,I saw the ipade,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000889,kaalẹ,kaalẹ,pending,noun,common,[],gloss_needed,mono,1,kaalẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri kaalẹ,Mo rí kaalẹ,I saw the kaalẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000890,ọgan,ọgan,pending,noun,common,[],gloss_needed,mono,1,ọgan,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ọgan,Mo rí ọgan,I saw the ọgan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000891,ogwigwi,ogwigwi,pending,noun,common,[],gloss_needed,mono,1,ogwigwi,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri ogwigwi,Mo rí ogwigwi,I saw the ogwigwi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000892,د,د,pending,noun,common,[],gloss_needed,mono,1,د,none,none,M,1,V.CV,ATR+,non-nasal,Mo ri د,Mo rí د,I saw the د,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000893,ọdun,ọdun,pending,noun,common,[],gloss_needed,mono,1,ọdun,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ọdun,Mo rí ọdun,I saw the ọdun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000894,onikondo,onikondo,pending,noun,common,[],gloss_needed,mono,1,onikondo,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri onikondo,Mo rí onikondo,I saw the onikondo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000895,Idogbe,Idogbe,pending,noun,common,[],gloss_needed,mono,1,Idogbe,none,none,MM,3,V.CV,ATR+,non-nasal,Mo ri Idogbe,Mo rí Idogbe,I saw the Idogbe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000896,igake,igake,pending,noun,common,[],gloss_needed,mono,1,igake,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri igake,Mo rí igake,I saw the igake,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000897,iwan,iwan,pending,noun,common,[],gloss_needed,mono,1,iwan,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri iwan,Mo rí iwan,I saw the iwan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000898,Ṣoyinka,Ṣoyinka,pending,noun,common,[],gloss_needed,mono,1,Ṣoyinka,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Ṣoyinka,Mo rí Ṣoyinka,I saw the Ṣoyinka,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000899,Adejugbe,Adejugbe,pending,noun,common,[],gloss_needed,mono,1,Adejugbe,none,none,MMM,4,V.CV,ATR+,non-nasal,Mo ri Adejugbe,Mo rí Adejugbe,I saw the Adejugbe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000900,pirọrọ bi ẹja ojiji,pirọrọ bi ẹja ojiji,pending,noun,common,[],gloss_needed,mono,1,pirọrọ bi ẹja ojiji,none,none,MMMMMMMMM,9,V.CV,ATR+,non-nasal,Mo ri pirọrọ bi ẹja ojiji,Mo rí pirọrọ bi ẹja ojiji,I saw the pirọrọ bi ẹja ojiji,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000901,osilo,osilo,pending,noun,common,[],gloss_needed,mono,1,osilo,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri osilo,Mo rí osilo,I saw the osilo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000902,Ṣọun,Ṣọun,pending,noun,common,[],gloss_needed,mono,1,Ṣọun,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri Ṣọun,Mo rí Ṣọun,I saw the Ṣọun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000903,ọṣin,ọṣin,pending,noun,common,[],gloss_needed,mono,1,ọṣin,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ọṣin,Mo rí ọṣin,I saw the ọṣin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000904,ala,ala,pending,noun,common,[],gloss_needed,mono,1,ala,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri ala,Mo rí ala,I saw the ala,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000905,ịpẹẹ,ịpẹẹ,pending,noun,common,[],gloss_needed,mono,1,ịpẹẹ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ịpẹẹ,Mo rí ịpẹẹ,I saw the ịpẹẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000906,kumọ,kumọ,pending,noun,common,[],gloss_needed,mono,1,kumọ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri kumọ,Mo rí kumọ,I saw the kumọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000907,kọngila,kọngila,pending,noun,common,[],gloss_needed,mono,1,kọngila,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri kọngila,Mo rí kọngila,I saw the kọngila,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000908,nama,nama,pending,noun,common,[],gloss_needed,mono,1,nama,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri nama,Mo rí nama,I saw the nama,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000909,ne ghi,ne ghi,pending,noun,common,[],gloss_needed,mono,1,ne ghi,none,none,MM,3,V.CV,ATR+,non-nasal,Mo ri ne ghi,Mo rí ne ghi,I saw the ne ghi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000910,okinẹ,okinẹ,pending,noun,common,[],gloss_needed,mono,1,okinẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri okinẹ,Mo rí okinẹ,I saw the okinẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000911,oloriṣa,oloriṣa,pending,noun,common,[],gloss_needed,mono,1,oloriṣa,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri oloriṣa,Mo rí oloriṣa,I saw the oloriṣa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000912,eteeti,eteeti,pending,noun,common,[],gloss_needed,mono,1,eteeti,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri eteeti,Mo rí eteeti,I saw the eteeti,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000913,ọbun,ọbun,pending,noun,common,[],gloss_needed,mono,1,ọbun,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ọbun,Mo rí ọbun,I saw the ọbun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000914,فُنفُن,فُنفُن,pending,noun,common,[],gloss_needed,mono,1,فُنفُن,none,none,M,3,V.CV,ATR+,non-nasal,Mo ri فُنفُن,Mo rí فُنفُن,I saw the فُنفُن,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000915,Kolonbia,Kolonbia,pending,noun,common,[],gloss_needed,mono,1,Kolonbia,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri Kolonbia,Mo rí Kolonbia,I saw the Kolonbia,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000916,sunkun,sunkun,pending,noun,common,[],gloss_needed,mono,1,sunkun,none,none,MM,3,V.CV,ATR+,non-nasal,Mo ri sunkun,Mo rí sunkun,I saw the sunkun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000917,نلَ,نلَ,pending,noun,common,[],gloss_needed,mono,1,نلَ,none,none,M,1,V.CV,ATR+,non-nasal,Mo ri نلَ,Mo rí نلَ,I saw the نلَ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000918,afẹmọjumọ,afẹmọjumọ,pending,noun,common,[],gloss_needed,mono,1,afẹmọjumọ,none,none,MMMMM,4,V.CV,ATR+,non-nasal,Mo ri afẹmọjumọ,Mo rí afẹmọjumọ,I saw the afẹmọjumọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000919,اِبَنُجعَِ,اِبَنُجعَِ,pending,noun,common,[],gloss_needed,mono,1,اِبَنُجعَِ,none,none,M,5,V.CV,ATR+,non-nasal,Mo ri اِبَنُجعَِ,Mo rí اِبَنُجعَِ,I saw the اِبَنُجعَِ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000920,Aarẹ-ọna-kakanfo,Aarẹ-ọna-kakanfo,pending,noun,common,[],gloss_needed,mono,1,Aarẹ-ọna-kakanfo,none,none,MMMMMMM,8,V.CV,ATR+,non-nasal,Mo ri Aarẹ-ọna-kakanfo,Mo rí Aarẹ-ọna-kakanfo,I saw the Aarẹ-ọna-kakanfo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000921,daadaa,daadaa,pending,noun,common,[],gloss_needed,mono,1,daadaa,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri daadaa,Mo rí daadaa,I saw the daadaa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000922,kẹrindinlogun,kẹrindinlogun,pending,noun,common,[],gloss_needed,mono,1,kẹrindinlogun,none,none,MMMMM,6,V.CV,ATR+,non-nasal,Mo ri kẹrindinlogun,Mo rí kẹrindinlogun,I saw the kẹrindinlogun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000923,ṣigun,ṣigun,pending,noun,common,[],gloss_needed,mono,1,ṣigun,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ṣigun,Mo rí ṣigun,I saw the ṣigun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000924,alaafia,alaafia,pending,noun,common,[],gloss_needed,mono,1,alaafia,none,none,MMMMM,3,V.CV,ATR+,non-nasal,Mo ri alaafia,Mo rí alaafia,I saw the alaafia,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000925,Ifajẹmileyin,Ifajẹmileyin,pending,noun,common,[],gloss_needed,mono,1,Ifajẹmileyin,none,none,MMMMM,6,V.CV,ATR+,non-nasal,Mo ri Ifajẹmileyin,Mo rí Ifajẹmileyin,I saw the Ifajẹmileyin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000926,ughọ,ughọ,pending,noun,common,[],gloss_needed,mono,1,ughọ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ughọ,Mo rí ughọ,I saw the ughọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000927,birikila,birikila,pending,noun,common,[],gloss_needed,mono,1,birikila,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri birikila,Mo rí birikila,I saw the birikila,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000928,ipẹyarun,ipẹyarun,pending,noun,common,[],gloss_needed,mono,1,ipẹyarun,none,none,MMMM,4,V.CV,ATR+,non-nasal,Mo ri ipẹyarun,Mo rí ipẹyarun,I saw the ipẹyarun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000929,ihuhuu-ẹyẹ,ihuhuu-ẹyẹ,pending,noun,common,[],gloss_needed,mono,1,ihuhuu-ẹyẹ,none,none,MMMMMM,5,V.CV,ATR+,non-nasal,Mo ri ihuhuu-ẹyẹ,Mo rí ihuhuu-ẹyẹ,I saw the ihuhuu-ẹyẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000930,Ɔ́,Ɔ́,pending,noun,common,[],gloss_needed,mono,1,Ɔ́,none,none,M,1,V.CV,ATR+,non-nasal,Mo ri Ɔ́,Mo rí Ɔ́,I saw the Ɔ́,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000931,igbabọọlu,igbabọọlu,pending,noun,common,[],gloss_needed,mono,1,igbabọọlu,none,none,MMMMM,4,V.CV,ATR+,non-nasal,Mo ri igbabọọlu,Mo rí igbabọọlu,I saw the igbabọọlu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000932,aayan,aayan,pending,noun,common,[],gloss_needed,mono,1,aayan,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri aayan,Mo rí aayan,I saw the aayan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000933,ikara,ikara,pending,noun,common,[],gloss_needed,mono,1,ikara,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ikara,Mo rí ikara,I saw the ikara,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000934,iṣa,iṣa,pending,noun,common,[],gloss_needed,mono,1,iṣa,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri iṣa,Mo rí iṣa,I saw the iṣa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000935,oṣupadẹjẹ,oṣupadẹjẹ,pending,noun,common,[],gloss_needed,mono,1,oṣupadẹjẹ,none,none,MMMMM,4,V.CV,ATR+,non-nasal,Mo ri oṣupadẹjẹ,Mo rí oṣupadẹjẹ,I saw the oṣupadẹjẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000936,ẹdọn,ẹdọn,pending,noun,common,[],gloss_needed,mono,1,ẹdọn,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ẹdọn,Mo rí ẹdọn,I saw the ẹdọn,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
