entry_id,yoruba_word,tone_marked_form,ipa_transcription,pos_tag,pos_subcategory,grammatical_features,english_gloss,morphological_structure,morpheme_count,root_morpheme,derivational_affixes,inflectional_affixes,tone_pattern,syllable_count,syllable_structure,vowel_harmony_class,nasality,example_sentence_yoruba,example_sentence_tone_marked,example_sentence_english,syntactic_role,valency,aspect_marker,tense_marker,negation_form,dialect_variant,register,frequency_class,semantic_field,animacy,noun_class,verb_class,adposition_type,complementizer_type,focus_marker,serial_verb_position,idiomatic_usage,source_corpus,data_collector,annotation_confidence,notes
YOR_001065,Disu,Disu,/disu/,noun,common,[],gloss_pending,root,2,Disu,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran Disu,Mo fẹ́ràn Disu,I like Disu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001066,diti,diti,/diti/,noun,common,[],gloss_pending,root,2,diti,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran diti,Mo fẹ́ràn diti,I like diti,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001067,Diutaronomi,Diutaronomi,/diutaronomi/,noun,common,[],gloss_pending,derived,7,Diutaronomi,none,none,M-M-M-M-M-L-M,7,V-CV,ATR+,non-nasal,Mo feran Diutaronomi,Mo fẹ́ràn Diutaronomi,I like Diutaronomi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001068,do,do,/do/,noun,common,[],gloss_pending,root,1,do,none,none,M,1,V-CV,ATR+,non-nasal,Mo feran do,Mo fẹ́ràn do,I like do,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001069,dodo,dodo,/dodo/,noun,common,[],gloss_pending,root,2,dodo,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran dodo,Mo fẹ́ràn dodo,I like dodo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001070,dogun-un,dogun-un,/dogun-un/,noun,common,[],gloss_pending,derived,3,dogun-un,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran dogun-un,Mo fẹ́ràn dogun-un,I like dogun-un,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001071,dokita,dokita,/dokita/,noun,common,[],gloss_pending,derived,3,dokita,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran dokita,Mo fẹ́ràn dokita,I like dokita,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001072,dokita eyin,dokita eyin,/dokita ejin/,phrase,common,[],gloss_pending,derived,5,dokita eyin,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran dokita eyin,Mo fẹ́ràn dokita eyin,I like dokita eyin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001073,dokita iṣatunto eyin,dokita iṣatunto eyin,/dokita iʃatunto ejin/,phrase,common,[],gloss_pending,derived,9,dokita iṣatunto eyin,none,none,M-M-M-M-M-M-M-M-M,9,V-CV,ATR+,non-nasal,Mo feran dokita iṣatunto eyin,Mo fẹ́ràn dokita iṣatunto eyin,I like dokita iṣatunto eyin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001074,dooje,dooje,/dooɟe/,noun,common,[],gloss_pending,derived,3,dooje,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran dooje,Mo fẹ́ràn dooje,I like dooje,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001075,Dosunmu,Dosunmu,/dosunmu/,noun,common,[],gloss_pending,derived,4,Dosunmu,none,none,M-M-L-M,4,V-CV,ATR+,non-nasal,Mo feran Dosunmu,Mo fẹ́ràn Dosunmu,I like Dosunmu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001076,dọ,dọ,/dɔ/,noun,common,[],gloss_pending,root,1,dọ,none,none,H,1,V-CV,ATR+,non-nasal,Mo feran dọ,Mo fẹ́ràn dọ,I like dọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001077,dọbalẹ,dọbalẹ,/dɔbalɛ/,noun,common,[],gloss_pending,derived,3,dọbalẹ,none,none,H-M-H,3,V-CV,ATR+,non-nasal,Mo feran dọbalẹ,Mo fẹ́ràn dọbalẹ,I like dọbalẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001078,dọla,dọla,/dɔla/,noun,common,[],gloss_pending,root,2,dọla,none,none,H-M,2,V-CV,ATR+,non-nasal,Mo feran dọla,Mo fẹ́ràn dọla,I like dọla,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001079,dọti,dọti,/dɔti/,noun,common,[],gloss_pending,root,2,dọti,none,none,H-M,2,V-CV,ATR+,non-nasal,Mo feran dọti,Mo fẹ́ràn dọti,I like dọti,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001080,dọti bi ẹlẹdẹ,dọti bi ẹlẹdẹ,/dɔti bi ɛlɛdɛ/,phrase,common,[],gloss_pending,derived,6,dọti bi ẹlẹdẹ,none,none,H-M-M-H-H-H,6,V-CV,ATR+,non-nasal,Mo feran dọti bi ẹlẹdẹ,Mo fẹ́ràn dọti bi ẹlẹdẹ,I like dọti bi ẹlẹdẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001081,du,du,/du/,noun,common,[],gloss_pending,root,1,du,none,none,M,1,V-CV,ATR+,non-nasal,Mo feran du,Mo fẹ́ràn du,I like du,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001082,dubulẹ,dubulẹ,/dubulɛ/,noun,common,[],gloss_pending,derived,3,dubulẹ,none,none,M-M-H,3,V-CV,ATR+,non-nasal,Mo feran dubulẹ,Mo fẹ́ràn dubulẹ,I like dubulẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001083,dudu,dudu,/dudu/,noun,common,[],gloss_pending,root,2,dudu,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran dudu,Mo fẹ́ràn dudu,I like dudu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001084,dudu bi koro iṣin,dudu bi koro iṣin,/dudu bi koro iʃin/,phrase,common,[],gloss_pending,derived,7,dudu bi koro iṣin,none,none,M-M-M-M-M-M-M,7,V-CV,ATR+,non-nasal,Mo feran dudu bi koro iṣin,Mo fẹ́ràn dudu bi koro iṣin,I like dudu bi koro iṣin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001085,dukia,dukia,/dukia/,noun,common,[],gloss_pending,derived,3,dukia,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran dukia,Mo fẹ́ràn dukia,I like dukia,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001086,dumbu,dumbu,/dumbu/,noun,common,[],gloss_pending,derived,3,dumbu,none,none,M-L-M,3,V-CV,ATR+,non-nasal,Mo feran dumbu,Mo fẹ́ràn dumbu,I like dumbu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001087,dun,dun,/dun/,noun,common,[],gloss_pending,root,1,dun,none,none,M,1,V-CV,ATR+,non-nasal,Mo feran dun,Mo fẹ́ràn dun,I like dun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001088,dun bi oyin,dun bi oyin,/dun bi ojin/,phrase,common,[],gloss_pending,derived,4,dun bi oyin,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran dun bi oyin,Mo fẹ́ràn dun bi oyin,I like dun bi oyin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001089,dunaadura,dunaadura,/dunaadura/,noun,common,[],gloss_pending,derived,5,dunaadura,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran dunaadura,Mo fẹ́ràn dunaadura,I like dunaadura,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001090,dunbu,dunbu,/dunbu/,noun,common,[],gloss_pending,root,2,dunbu,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran dunbu,Mo fẹ́ràn dunbu,I like dunbu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001091,dundun,dundun,/dundun/,noun,common,[],gloss_pending,root,2,dundun,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran dundun,Mo fẹ́ràn dundun,I like dundun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001092,duniyan,duniyan,/dunijan/,noun,common,[],gloss_pending,derived,3,duniyan,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran duniyan,Mo fẹ́ràn duniyan,I like duniyan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001093,duo,duo,/duo/,noun,common,[],gloss_pending,root,2,duo,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran duo,Mo fẹ́ràn duo,I like duo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001094,duọọsi,duọọsi,/duɔɔsi/,noun,common,[],gloss_pending,derived,4,duọọsi,none,none,M-H-H-M,4,V-CV,ATR+,non-nasal,Mo feran duọọsi,Mo fẹ́ràn duọọsi,I like duọọsi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001095,duro,duro,/duro/,noun,common,[],gloss_pending,root,2,duro,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran duro,Mo fẹ́ràn duro,I like duro,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001096,duuru,duuru,/duuru/,noun,common,[],gloss_pending,derived,3,duuru,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran duuru,Mo fẹ́ràn duuru,I like duuru,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001097,e,e,/e/,noun,common,[],gloss_pending,root,1,e,none,none,M,1,V-CV,ATR+,non-nasal,Mo feran e,Mo fẹ́ràn e,I like e,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001098,E,E,/e/,noun,common,[],gloss_pending,root,1,E,none,none,M,1,V-CV,ATR+,non-nasal,Mo feran E,Mo fẹ́ràn E,I like E,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001099,e si,e si,/e si/,phrase,common,[],gloss_pending,root,2,e si,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran e si,Mo fẹ́ràn e si,I like e si,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001100,ebi n pa mi,ebi n pa mi,/ebi n k͡pa mi/,phrase,common,[],gloss_pending,derived,5,ebi n pa mi,none,none,M-M-M-L-M,5,V-CV,ATR+,non-nasal,Mo feran ebi n pa mi,Mo fẹ́ràn ebi n pa mi,I like ebi n pa mi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001101,ebibo,ebibo,/ebibo/,noun,common,[],gloss_pending,derived,3,ebibo,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ebibo,Mo fẹ́ràn ebibo,I like ebibo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001102,ebiripo,ebiripo,/ebirik͡po/,noun,common,[],gloss_pending,derived,4,ebiripo,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ebiripo,Mo fẹ́ràn ebiripo,I like ebiripo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001103,ebute,ebute,/ebute/,noun,common,[],gloss_pending,derived,3,ebute,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ebute,Mo fẹ́ràn ebute,I like ebute,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001104,ede,ede,/ede/,noun,common,[],gloss_pending,root,2,ede,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran ede,Mo fẹ́ràn ede,I like ede,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001105,ede aiyede,ede aiyede,/ede aijede/,phrase,common,[],gloss_pending,derived,6,ede aiyede,none,none,M-M-M-M-M-M,6,V-CV,ATR+,non-nasal,Mo feran ede aiyede,Mo fẹ́ràn ede aiyede,I like ede aiyede,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001106,edekoyede,edekoyede,/edekojede/,noun,common,[],gloss_pending,derived,5,edekoyede,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran edekoyede,Mo fẹ́ràn edekoyede,I like edekoyede,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001107,edidu,edidu,/edidu/,noun,common,[],gloss_pending,derived,3,edidu,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran edidu,Mo fẹ́ràn edidu,I like edidu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001108,edidun,edidun,/edidun/,noun,common,[],gloss_pending,derived,3,edidun,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran edidun,Mo fẹ́ràn edidun,I like edidun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001109,edio,edio,/edio/,noun,common,[],gloss_pending,derived,3,edio,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran edio,Mo fẹ́ràn edio,I like edio,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001110,edo,edo,/edo/,noun,common,[],gloss_pending,root,2,edo,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran edo,Mo fẹ́ràn edo,I like edo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001111,Eebo,Eebo,/eebo/,noun,common,[],gloss_pending,derived,3,Eebo,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran Eebo,Mo fẹ́ràn Eebo,I like Eebo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001112,eebu,eebu,/eebu/,noun,common,[],gloss_pending,derived,3,eebu,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eebu,Mo fẹ́ràn eebu,I like eebu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001113,eedi,eedi,/eedi/,noun,common,[],gloss_pending,derived,3,eedi,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eedi,Mo fẹ́ràn eedi,I like eedi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001114,eedu,eedu,/eedu/,noun,common,[],gloss_pending,derived,3,eedu,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eedu,Mo fẹ́ràn eedu,I like eedu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001115,eefi,eefi,/eefi/,noun,common,[],gloss_pending,derived,3,eefi,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eefi,Mo fẹ́ràn eefi,I like eefi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001116,eefin,eefin,/eefin/,noun,common,[],gloss_pending,derived,3,eefin,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eefin,Mo fẹ́ràn eefin,I like eefin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001117,eegun,eegun,/eegun/,noun,common,[],gloss_pending,derived,3,eegun,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eegun,Mo fẹ́ràn eegun,I like eegun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001118,eegun paari,eegun paari,/eegun k͡paari/,phrase,common,[],gloss_pending,derived,6,eegun paari,none,none,M-M-M-M-M-M,6,V-CV,ATR+,non-nasal,Mo feran eegun paari,Mo fẹ́ràn eegun paari,I like eegun paari,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001119,eegbọn,eegbọn,/eeɡbɔn/,noun,common,[],gloss_pending,derived,3,eegbọn,none,none,M-M-H,3,V-CV,ATR+,non-nasal,Mo feran eegbọn,Mo fẹ́ràn eegbọn,I like eegbọn,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001120,eeje,eeje,/eeɟe/,noun,common,[],gloss_pending,derived,3,eeje,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eeje,Mo fẹ́ràn eeje,I like eeje,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001121,eeji,eeji,/eeɟi/,noun,common,[],gloss_pending,derived,3,eeji,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eeji,Mo fẹ́ràn eeji,I like eeji,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001122,eekan,eekan,/eekan/,noun,common,[],gloss_pending,derived,3,eekan,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eekan,Mo fẹ́ràn eekan,I like eekan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001123,eekanna,eekanna,/eekanna/,noun,common,[],gloss_pending,derived,4,eekanna,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran eekanna,Mo fẹ́ràn eekanna,I like eekanna,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001124,eekẹnna,eekẹnna,/eekɛnna/,noun,common,[],gloss_pending,derived,4,eekẹnna,none,none,M-M-H-M,4,V-CV,ATR+,non-nasal,Mo feran eekẹnna,Mo fẹ́ràn eekẹnna,I like eekẹnna,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001125,eeku,eeku,/eeku/,noun,common,[],gloss_pending,derived,3,eeku,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eeku,Mo fẹ́ràn eeku,I like eeku,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001126,eekun,eekun,/eekun/,noun,common,[],gloss_pending,derived,3,eekun,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eekun,Mo fẹ́ràn eekun,I like eekun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001127,eela,eela,/eela/,noun,common,[],gloss_pending,derived,3,eela,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eela,Mo fẹ́ràn eela,I like eela,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001128,eepa,eepa,/eek͡pa/,noun,common,[],gloss_pending,derived,3,eepa,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eepa,Mo fẹ́ràn eepa,I like eepa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001129,eepinni,eepinni,/eek͡pinni/,noun,common,[],gloss_pending,derived,4,eepinni,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran eepinni,Mo fẹ́ràn eepinni,I like eepinni,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001130,eera,eera,/eera/,noun,common,[],gloss_pending,derived,3,eera,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eera,Mo fẹ́ràn eera,I like eera,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001131,eeru,eeru,/eeru/,noun,common,[],gloss_pending,derived,3,eeru,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eeru,Mo fẹ́ràn eeru,I like eeru,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001132,eetu,eetu,/eetu/,noun,common,[],gloss_pending,derived,3,eetu,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eetu,Mo fẹ́ràn eetu,I like eetu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001133,eewo,eewo,/eewo/,noun,common,[],gloss_pending,derived,3,eewo,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eewo,Mo fẹ́ràn eewo,I like eewo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001134,eewọ,eewọ,/eewɔ/,noun,common,[],gloss_pending,derived,3,eewọ,none,none,M-M-H,3,V-CV,ATR+,non-nasal,Mo feran eewọ,Mo fẹ́ràn eewọ,I like eewọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_001135,eeyan,eeyan,/eejan/,noun,common,[],gloss_pending,derived,3,eeyan,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran eeyan,Mo fẹ́ràn eeyan,I like eeyan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
